,Kommun,Kommunnamn,Zon,Antal Bilar,Kommungrupp 2023,Travel (km),Travel +-,Boende totalt Antal,E,N,geom_Length,geom_Area
760,1214,Svalöv,1214A0040,599,Pendlingskommun nära större stad,25,3,1099,404851,6200662,25578.03308,26767659.8
761,1214,Svalöv,1214A0030,1035,Pendlingskommun nära större stad,25,3,1545,385246,6220091,112841.087,181453587
762,1267,Höör,1267A0010,1014,Pendlingskommun nära mindre tätort,33,5,1666,408706,6184429,50954.64097,79314511.82
763,1267,Höör,1267C1060,1075,Pendlingskommun nära mindre tätort,33,5,2116,404851,6200662,36393.53739,18097419.16
764,1267,Höör,1267C1010,1119,Pendlingskommun nära mindre tätort,33,5,1909,404851,6200662,33860.18425,18721598.54
765,1267,Höör,1267C1020,1007,Pendlingskommun nära mindre tätort,33,5,2301,404851,6200662,6933.3496,2328515.729
766,1267,Höör,1267C1030,925,Pendlingskommun nära mindre tätort,33,5,1996,404851,6200662,8919.461757,1833937.482
767,1267,Höör,1267C1050,856,Pendlingskommun nära mindre tätort,33,5,2225,404851,6200662,5926.426211,1195284.976
768,1267,Höör,1267C1040,1028,Pendlingskommun nära mindre tätort,33,5,2183,404851,6200662,9840.704798,4158997.082
769,1267,Höör,1267C1070,576,Pendlingskommun nära mindre tätort,33,5,988,418693,6205881,18605.7973,13096269.53
770,1267,Höör,1267A0020,1235,Pendlingskommun nära mindre tätort,33,5,1913,404851,6200662,110611.1137,182462549.8
771,1260,Bjuv,1260B2010,1123,Pendlingskommun nära större stad,25,3,1937,368329,6216038,31977.80665,21304761.22
772,1260,Bjuv,1260A0010,1011,Pendlingskommun nära större stad,25,3,1757,368329,6216038,25250.83012,12731525.32
773,1260,Bjuv,1260A0020,1002,Pendlingskommun nära större stad,25,3,2342,368329,6216038,22810.1623,18641048.57
774,1260,Bjuv,1260C1010,980,Pendlingskommun nära större stad,25,3,1804,368329,6216038,18361.80175,8120171.838
775,1260,Bjuv,1260A0030,1239,Pendlingskommun nära större stad,25,3,2002,371588,6221705,35499.40878,41488665.3
776,1260,Bjuv,1260C1020,723,Pendlingskommun nära större stad,25,3,1814,368329,6216038,8968.709165,2808010.251
777,1260,Bjuv,1260C1030,1074,Pendlingskommun nära större stad,25,3,1941,368329,6216038,9297.996952,3898592.096
778,1260,Bjuv,1260C1040,1171,Pendlingskommun nära större stad,25,3,2465,371588,6221705,16936.45821,7556811.049
779,1277,Åstorp,1277C1040,544,Pendlingskommun nära större stad,25,3,1640,371588,6221705,3100.418724,423270.1708
780,1277,Åstorp,1277B3010,1081,Pendlingskommun nära större stad,25,3,2062,385246,6220091,13489.40322,9426229.56
781,1277,Åstorp,1277B2010,1335,Pendlingskommun nära större stad,25,3,2567,368329,6216038,17144.97641,10377055.8
782,1277,Åstorp,1277C1020,756,Pendlingskommun nära större stad,25,3,1574,371588,6221705,7666.276506,2888151.763
783,1277,Åstorp,1277C1050,802,Pendlingskommun nära större stad,25,3,2050,371588,6221705,3635.291466,602462.0381
784,1277,Åstorp,1277C1010,478,Pendlingskommun nära större stad,25,3,865,371588,6221705,17233.2527,7790505.765
785,1277,Åstorp,1277C1030,1137,Pendlingskommun nära större stad,25,3,2086,371588,6221705,11091.36062,5623028.714
786,1277,Åstorp,1277C1070,771,Pendlingskommun nära större stad,25,3,1642,371588,6221705,8408.488843,1513818.267
787,1277,Åstorp,1277C1060,535,Pendlingskommun nära större stad,25,3,1092,371588,6221705,13636.67458,3262330.795
788,1277,Åstorp,1277A0010,518,Pendlingskommun nära större stad,25,3,763,371588,6221705,57724.59905,51153540.56
